example_id,model,mode,score,matched_patterns,n_windows,latency_ms,device
a781f957cb4a2819,keyword_generic,full,1.0,4,1,0.030583003535866737,cpu
a4e54f87372d92ed,keyword_generic,full,1.0,4,1,0.015583005733788013,cpu
8055e48545baac95,keyword_generic,full,1.0,4,1,0.030499999411404133,cpu
1a54efcc605d1691,keyword_generic,full,1.0,4,1,0.017874990589916706,cpu
8c8dc5454ef248c5,keyword_generic,full,1.0,4,1,0.02266711089760065,cpu
17027f9ad2ae3814,keyword_generic,full,1.0,4,1,0.030250055715441704,cpu
233169567e5fa101,keyword_generic,full,1.0,4,1,0.026667024940252304,cpu
7baa7fdadc8716b2,keyword_generic,full,1.0,4,1,0.016249949112534523,cpu
76ab2c99f7bb1b4d,keyword_generic,full,1.0,4,1,0.03333296626806259,cpu
def8c80980b40133,keyword_generic,full,1.0,4,1,0.02179096918553114,cpu
9dacef25aaa5e2c5,keyword_generic,full,1.0,4,1,0.01333397813141346,cpu
ba1eca72d7cc939d,keyword_generic,full,1.0,4,1,0.020542065612971783,cpu
b2e1361ffcd487f4,keyword_generic,full,1.0,4,1,0.01804193016141653,cpu
8df7bdec27edfe48,keyword_generic,full,1.0,4,1,0.017417012713849545,cpu
80eb4d9c478940b6,keyword_generic,full,1.0,4,1,0.020458013750612736,cpu
086fb2f91f1df64e,keyword_generic,full,1.0,4,1,0.016750069335103035,cpu
16735e7db30648ed,keyword_generic,full,1.0,4,1,0.008916947990655899,cpu
e64c6b1bedda492e,keyword_generic,full,0.0,,1,0.02975005190819502,cpu
d746dbbac4881496,keyword_generic,full,0.0,,1,0.015166006051003933,cpu
fbd73ebb47062a39,keyword_generic,full,0.0,,1,0.03670796286314726,cpu
8ffa943f69be07a5,keyword_generic,full,0.0,,1,0.019583036191761494,cpu
fe9973e850c20958,keyword_generic,full,0.0,,1,0.02320797648280859,cpu
4bc3e1afe3212ef0,keyword_generic,full,0.0,,1,0.030499999411404133,cpu
36a2bd95ef02dea7,keyword_generic,full,0.0,,1,0.02604199107736349,cpu
fbd2497b9f9af0ed,keyword_generic,full,0.0,,1,0.01770805101841688,cpu
b2df617d147729c6,keyword_generic,full,0.0,,1,0.03825000021606684,cpu
6ec2b5e32fa0ead5,keyword_generic,full,0.0,,1,0.023042084649205208,cpu
9a04123a979194e8,keyword_generic,full,0.0,,1,0.012874952517449856,cpu
ed20e9717da9c10e,keyword_generic,full,0.0,,1,0.021166051737964153,cpu
6eb6c9a46af4c7d1,keyword_generic,full,0.0,,1,0.018290942534804344,cpu
5c983bf3abc3bc27,keyword_generic,full,0.0,,1,0.017000013031065464,cpu
66768f4c0cc9fca2,keyword_generic,full,0.0,,1,0.02050003968179226,cpu
e28d61f77a53a306,keyword_generic,full,0.0,,1,0.017042038962244987,cpu
39757f862811447e,keyword_generic,full,0.0,,1,0.00925001222640276,cpu
127bf7418acf9a84,keyword_generic,full,0.0,,1,0.02879102248698473,cpu
bcbb567d8401cf37,keyword_generic,full,0.0,,1,0.013708951883018017,cpu
a1198b86956d5aa9,keyword_generic,full,0.0,,1,0.03258290234953165,cpu
7f124bb939f96eaa,keyword_generic,full,0.0,,1,0.01725007314234972,cpu
0db4082db7adaf61,keyword_generic,full,0.0,,1,0.022666994482278824,cpu
e8462acd158cf986,keyword_generic,full,0.0,,1,0.029916991479694843,cpu
b71731fde94e59c3,keyword_generic,full,0.0,,1,0.025084009394049644,cpu
8bf8ecff3220c185,keyword_generic,full,0.0,,1,0.015832949429750443,cpu
6554a23df5d5ee0d,keyword_generic,full,0.0,,1,0.0355839729309082,cpu
0e8fa51355e21e76,keyword_generic,full,0.0,,1,0.02208305522799492,cpu
413336fa9c5417b3,keyword_generic,full,0.0,,1,0.01154094934463501,cpu
47f4093a6a3b5d7a,keyword_generic,full,0.0,,1,0.02020795363932848,cpu
f59858144ce14909,keyword_generic,full,0.0,,1,0.01708301715552807,cpu
3b009dbbea276c7c,keyword_generic,full,0.0,,1,0.015582889318466187,cpu
1740e523e948636c,keyword_generic,full,0.0,,1,0.01941609662026167,cpu
5902441707555bdb,keyword_generic,full,0.0,,1,0.015583005733788013,cpu
f05e71cdd653e061,keyword_generic,full,0.0,,1,0.006832997314631939,cpu
4359f40445359ca0,keyword_generic,full,0.0,,1,0.028374954126775265,cpu
9d620785700384fc,keyword_generic,full,0.0,,1,0.013458076864480972,cpu
3cb659c5fd529215,keyword_generic,full,0.0,,1,0.03208301495760679,cpu
d0b4c538b2476f3f,keyword_generic,full,1.0,4,1,0.01562491524964571,cpu
d2bf37b21ff1c82d,keyword_generic,full,0.0,,1,0.022417050786316395,cpu
2a832fd19be485c4,keyword_generic,full,0.0,,1,0.029791961424052715,cpu
406abaa95f6ccba8,keyword_generic,full,0.0,,1,0.024875043891370296,cpu
fe28ff89307b89b6,keyword_generic,full,0.0,,1,0.015666009858250618,cpu
585cfc7a7942e64d,keyword_generic,full,0.0,,1,0.03516697324812412,cpu
e91624c7bea8b8d6,keyword_generic,full,0.0,,1,0.021666986867785454,cpu
da1cf4fb603d6275,keyword_generic,full,0.0,,1,0.011416035704314709,cpu
ccc8219918aa979a,keyword_generic,full,0.0,,1,0.020000035874545574,cpu
bb79082aa8b55046,keyword_generic,full,0.0,,1,0.017125043086707592,cpu
2adea2e71a93647a,keyword_generic,full,0.0,,1,0.015416997484862804,cpu
e9d389c26dc743b2,keyword_generic,full,0.0,,1,0.01895800232887268,cpu
65a98b71add333c4,keyword_generic,full,0.0,,1,0.01562491524964571,cpu
f2eb4f910217c72a,keyword_generic,full,0.0,,1,0.006582937203347683,cpu
225af02177f172fb,keyword_generic,full,0.0,,1,0.05224999040365219,cpu
723d25c626842a6f,keyword_generic,full,0.0,,1,0.036499928683042526,cpu
93dc755758cd920e,keyword_generic,full,0.0,,1,0.054750009439885616,cpu
ef6dd73708ced742,keyword_generic,full,0.0,,1,0.039499951526522636,cpu
3a9594a294e8cd8a,keyword_generic,full,0.0,,1,0.04437495954334736,cpu
d68b6b037b740394,keyword_generic,full,0.0,,1,0.05141599103808403,cpu
b9fb25ff00e592db,keyword_generic,full,0.0,,1,0.046791043132543564,cpu
bc15a4f21f2a1ec3,keyword_generic,full,0.0,,1,0.037792022339999676,cpu
804303b30a6bec5c,keyword_generic,full,0.0,,1,0.05720800254493952,cpu
7d15aee4d6983074,keyword_generic,full,0.0,,1,0.04383304622024298,cpu
4fed2c75f817baa5,keyword_generic,full,0.0,,1,0.03358395770192146,cpu
5c138d701e3bed0f,keyword_generic,full,0.0,,1,0.04175002686679363,cpu
a57a5a49d59153bf,keyword_generic,full,0.0,,1,0.0391670037060976,cpu
6f128b50b7d003b6,keyword_generic,full,0.0,,1,0.03774999640882015,cpu
0e9a412ff78dd142,keyword_generic,full,0.0,,1,0.041291932575404644,cpu
bdb6da5443d778ae,keyword_generic,full,0.0,,1,0.03758305683732033,cpu
3b82148a90c4a0ac,keyword_generic,full,0.0,,1,0.028832932002842426,cpu
915348514c2db130,keyword_generic,full,0.0,,1,0.03983394708484411,cpu
744be98aa112e9d3,keyword_generic,full,0.0,,1,0.02416700590401888,cpu
766168a519286880,keyword_generic,full,0.0,,1,0.04300009459257126,cpu
14d7538aef256cea,keyword_generic,full,0.0,,1,0.027542002499103546,cpu
2a359ddf0cca7762,keyword_generic,full,0.0,,1,0.03266602288931608,cpu
cb1b8f5fcb186f8c,keyword_generic,full,0.0,,1,0.0398330157622695,cpu
04c9532130b1a7b0,keyword_generic,full,0.0,,1,0.035541015677154064,cpu
5b8464f16ba3c6b6,keyword_generic,full,0.0,,1,0.025999965146183968,cpu
53d93f49ca5d27b7,keyword_generic,full,0.0,,1,0.05283404607325792,cpu
d6ddaf3cf581520e,keyword_generic,full,0.0,,1,0.033415970392525196,cpu
0ed9c710f230d255,keyword_generic,full,0.0,,1,0.021915999241173267,cpu
22036415d3284a59,keyword_generic,full,0.0,,1,0.0301670515909791,cpu
e8fe2f6c7917f008,keyword_generic,full,0.0,,1,0.027708010748028755,cpu
a286a2e4f54629c0,keyword_generic,full,0.0,,1,0.03545801155269146,cpu
12a09317d849cb36,keyword_generic,full,0.0,,1,0.029624905437231064,cpu
7802fc6c4e148a74,keyword_generic,full,0.0,,1,0.025999965146183968,cpu
0c331b08d1703d0f,keyword_generic,full,0.0,,1,0.017124926671385765,cpu
0c0f353a2301a51a,keyword_generic,full,0.0,,1,0.03341690171509981,cpu
c9e24dae23cda35a,keyword_generic,full,0.0,,1,0.01791701652109623,cpu
baf6a2eb27e73746,keyword_generic,full,0.0,,1,0.03654195461422205,cpu
d12cf2f0375f4e41,keyword_generic,full,0.0,,1,0.02154102548956871,cpu
dae5f1656012f004,keyword_generic,full,0.0,,1,0.026291003450751305,cpu
f47a171c1a99d410,keyword_generic,full,0.0,,1,0.034415978007018566,cpu
5fcc85609940f989,keyword_generic,full,0.0,,1,0.03841705620288849,cpu
b5d9ba245bf7b715,keyword_generic,full,0.0,,1,0.019749975763261318,cpu
249bd521feabafeb,keyword_generic,full,0.0,,1,0.03958400338888168,cpu
29ad07451dba5944,keyword_generic,full,0.0,,1,0.02583395689725876,cpu
18cd249a771fe3f0,keyword_generic,full,0.0,,1,0.015374971553683281,cpu
04b4865cc6b4f11b,keyword_generic,full,0.0,,1,0.023875036276876926,cpu
46f0886b739ff169,keyword_generic,full,0.0,,1,0.021124957129359245,cpu
4e30dda6ddb90f44,keyword_generic,full,0.0,,1,0.019875005818903446,cpu
ee9408e01c49d5eb,keyword_generic,full,0.0,,1,0.02333405427634716,cpu
1f4e7fadc8977402,keyword_generic,full,0.0,,1,0.019459053874015808,cpu
fbe7c7f7a997991c,keyword_generic,full,0.0,,1,0.010624993592500687,cpu
aa4866bd33fd9b49,keyword_generic,full,0.0,,1,0.03829202614724636,cpu
a52475bcdfac9ca8,keyword_generic,full,0.0,,1,0.022625084966421127,cpu
86345565ad91b85a,keyword_generic,full,0.0,,1,0.041041988879442215,cpu
08f0eefd4d34ef34,keyword_generic,full,0.0,,1,0.02562499139457941,cpu
0a22fe9517b7e66b,keyword_generic,full,0.0,,1,0.030542025342583656,cpu
de01c5dfc566f946,keyword_generic,full,0.0,,1,0.03799994010478258,cpu
5d4c7244e6cad038,keyword_generic,full,0.0,,1,0.03295904025435448,cpu
560d9e96840d73e9,keyword_generic,full,0.0,,1,0.024124979972839355,cpu
82332b97e5fce158,keyword_generic,full,0.0,,1,0.04329101648181677,cpu
c2e123f50bc907dc,keyword_generic,full,0.0,,1,0.029832939617335796,cpu
9cb71cc4b099c2d8,keyword_generic,full,0.0,,1,0.02583395689725876,cpu
6b4447ff75a4b941,keyword_generic,full,0.0,,1,0.028125010430812836,cpu
925c1997421eb94b,keyword_generic,full,0.0,,1,0.025250017642974854,cpu
3aa6192cb4daaeac,keyword_generic,full,0.0,,1,0.023875036276876926,cpu
1a4e624f20a4d270,keyword_generic,full,0.0,,1,0.027542002499103546,cpu
46c8ad74b4839dd8,keyword_generic,full,0.0,,1,0.023792032152414322,cpu
74abb4a760ac6c34,keyword_generic,full,0.0,,1,0.015208031982183456,cpu
6d2774630666011d,keyword_generic,full,0.0,,1,0.03329198807477951,cpu
48bd65c4a6415c68,keyword_generic,full,0.0,,1,0.017666025087237358,cpu
a0feb821ed4bafb9,keyword_generic,full,0.0,,1,0.03587501123547554,cpu
2edf9282ae9b5e38,keyword_generic,full,0.0,,1,0.02091703936457634,cpu
d4fb6e4b0d271147,keyword_generic,full,0.0,,1,0.02591707743704319,cpu
5fe3884f5a35d6e1,keyword_generic,full,0.0,,1,0.033958000130951405,cpu
3d90352550acbd3a,keyword_generic,full,0.0,,1,0.028792070224881172,cpu
ed1bbb72494c8e00,keyword_generic,full,0.0,,1,0.01962494570761919,cpu
7aae77e0de6106df,keyword_generic,full,0.0,,1,0.03883405588567257,cpu
44810056d70d7cb6,keyword_generic,full,0.0,,1,0.025667017325758934,cpu
eaab721967ba57cf,keyword_generic,full,0.0,,1,0.015416066162288189,cpu
3798462087af27b0,keyword_generic,full,0.0,,1,0.023832893930375576,cpu
811ff859a99b8706,keyword_generic,full,0.0,,1,0.02091703936457634,cpu
d53bbc161ffae65b,keyword_generic,full,0.0,,1,0.01937500201165676,cpu
d3897927dfad3215,keyword_generic,full,0.0,,1,0.02274999860674143,cpu
2590a1136f2b03bd,keyword_generic,full,0.0,,1,0.019332976080477238,cpu
a4a5447fe719a233,keyword_generic,full,0.0,,1,0.01066701952368021,cpu
a3380c70a25279fa,keyword_generic,full,1.0,6,1,0.03841693978756666,cpu
0164b3bbdda8d267,keyword_generic,full,1.0,6,1,0.023165950551629066,cpu
5aada1fbe0db921e,keyword_generic,full,1.0,6,1,0.03895896952599287,cpu
9c55a7d3f30eb2cd,keyword_generic,full,1.0,6,1,0.026166904717683792,cpu
974b825aa984ae88,keyword_generic,full,1.0,6,1,0.03133306745439768,cpu
fab687c4f306b351,keyword_generic,full,1.0,6,1,0.03812497016042471,cpu
584ac5a003829ca5,keyword_generic,full,1.0,6,1,0.03458303399384022,cpu
f67c0ddb51cd20bf,keyword_generic,full,1.0,6,1,0.02450007013976574,cpu
0bf307cda376f8e0,keyword_generic,full,1.0,6,1,0.04291604273021221,cpu
3ad6103ce350325c,keyword_generic,full,1.0,6,1,0.030542025342583656,cpu
3d25c062698c9a2c,keyword_generic,full,1.0,6,1,0.020832987502217293,cpu
f31976f196ec881e,keyword_generic,full,1.0,6,1,0.028749927878379822,cpu
c8af8d9ad7177763,keyword_generic,full,1.0,6,1,0.0262079993262887,cpu
da3d719f1d082171,keyword_generic,full,1.0,6,1,0.02475001383572817,cpu
c4cb2a2fe8e883b6,keyword_generic,full,1.0,6,1,0.028291018679738045,cpu
01a6c53ae730cd75,keyword_generic,full,1.0,6,1,0.024499953724443913,cpu
ee7819f532e63dcb,keyword_generic,full,1.0,6,1,0.016042031347751617,cpu
c32e072d778fa0f1,keyword_generic,full,0.0,,1,0.03708305303007364,cpu
8b55c258f3d488e3,keyword_generic,full,0.0,,1,0.02183311153203249,cpu
1de6f36eda757299,keyword_generic,full,0.0,,1,0.04004209768027067,cpu
ad8fe697a93b40b3,keyword_generic,full,0.0,,1,0.025166897103190422,cpu
541eaaf3e13814f2,keyword_generic,full,0.0,,1,0.030166003853082657,cpu
988c0920f0229ac4,keyword_generic,full,0.0,,1,0.03766699228435755,cpu
5e2aa843cd2d8fa7,keyword_generic,full,0.0,,1,0.03270909655839205,cpu
64d65fd7a1ba1258,keyword_generic,full,0.0,,1,0.02345896791666746,cpu
292430c715f96564,keyword_generic,full,0.0,,1,0.043042004108428955,cpu
0790c92d3bafac1e,keyword_generic,full,0.0,,1,0.029499991796910763,cpu
1053ebdf7f525455,keyword_generic,full,0.0,,1,0.019208993762731552,cpu
696fb5e91587a96c,keyword_generic,full,0.0,,1,0.02762500662356615,cpu
dc628dfe48123c57,keyword_generic,full,0.0,,1,0.024958979338407516,cpu
d6c926dabf5d54a0,keyword_generic,full,0.0,,1,0.023290980607271194,cpu
9395c9c6e949a690,keyword_generic,full,0.0,,1,0.026958994567394257,cpu
1db7a7009645f359,keyword_generic,full,0.0,,1,0.02333289012312889,cpu
de7a7645caa0fde5,keyword_generic,full,0.0,,1,0.014541903510689735,cpu
b2db029ac1aab136,keyword_generic,full,0.0,,1,0.04004104994237423,cpu
7c7c581cc4ea071c,keyword_generic,full,0.0,,1,0.024292035959661007,cpu
acacf52c193f5c48,keyword_generic,full,0.0,,1,0.04349998198449612,cpu
13297f65988a05e1,keyword_generic,full,0.0,,1,0.02762500662356615,cpu
ba2ed88fc7354d20,keyword_generic,full,0.0,,1,0.03379094414412975,cpu
3929013d3db63e7b,keyword_generic,full,0.0,,1,0.040708924643695354,cpu
0c3d72ae85e4f5f8,keyword_generic,full,0.0,,1,0.035541015677154064,cpu
46ef73fda46b6445,keyword_generic,full,0.0,,1,0.026417081244289875,cpu
87a23f0cc0604c99,keyword_generic,full,0.0,,1,0.046166940592229366,cpu
eb23d464bd284c42,keyword_generic,full,0.0,,1,0.032708048820495605,cpu
5b4d878696485afd,keyword_generic,full,0.0,,1,0.02174999099224806,cpu
4c58ca91221697cd,keyword_generic,full,0.0,,1,0.03091595135629177,cpu
99c24bb73fa34a40,keyword_generic,full,0.0,,1,0.027999980375170708,cpu
7d5a4c6c789d1011,keyword_generic,full,0.0,,1,0.02595805563032627,cpu
8a13d9025504f742,keyword_generic,full,0.0,,1,0.03004202153533697,cpu
4d0a1cf8f89da056,keyword_generic,full,0.0,,1,0.026124995201826096,cpu
a7fbe42ffc4437d0,keyword_generic,full,0.0,,1,0.01695798709988594,cpu
1d6cf9cfae45779c,keyword_generic,full,1.0,4,1,0.034374999813735485,cpu
5ccab6ecc82b7824,keyword_generic,full,1.0,4,1,0.018832972273230553,cpu
53e822763a62dbab,keyword_generic,full,1.0,4,1,0.03458291757851839,cpu
8a620ee1747ccd9b,keyword_generic,full,1.0,4,1,0.021834042854607105,cpu
e0a0115d55824147,keyword_generic,full,1.0,4,1,0.02616702113300562,cpu
ac63823440afa29f,keyword_generic,full,1.0,4,1,0.03287498839199543,cpu
134f453bff8b83dc,keyword_generic,full,1.0,4,1,0.029749935492873192,cpu
db3dc2197e87c138,keyword_generic,full,1.0,4,1,0.019459053874015808,cpu
fe7df75fdcbaedf1,keyword_generic,full,1.0,4,1,0.03712496254593134,cpu
e8cb2edf15175c8a,keyword_generic,full,1.0,4,1,0.027125002816319466,cpu
b32939a6301ac4c2,keyword_generic,full,1.0,4,1,0.016208970919251442,cpu
7ec89647453a8254,keyword_generic,full,1.0,4,1,0.0237500062212348,cpu
6e862c573e1f34cf,keyword_generic,full,1.0,4,1,0.021458021365106106,cpu
3293b5d9e57a8f66,keyword_generic,full,1.0,4,1,0.020415987819433212,cpu
6b824df07de3aa56,keyword_generic,full,1.0,4,1,0.02350006252527237,cpu
9a3a286557befd5c,keyword_generic,full,1.0,4,1,0.019916915334761143,cpu
62c75a7d66af040b,keyword_generic,full,1.0,4,1,0.011541065759956837,cpu
a36271705ad446dd,keyword_generic,full,0.0,,1,0.0338749960064888,cpu
8196e1d6ace6704a,keyword_generic,full,0.0,,1,0.018249964341521263,cpu
5f9217a9fc11b8ec,keyword_generic,full,0.0,,1,0.03704207483679056,cpu
8cf65994a75375dc,keyword_generic,full,0.0,,1,0.021875021047890186,cpu
c40aeeaa6a03be6c,keyword_generic,full,0.0,,1,0.02675002906471491,cpu
d3135ec101e588cb,keyword_generic,full,0.0,,1,0.034499913454055786,cpu
73fe404edc1c43e4,keyword_generic,full,0.0,,1,0.029208953492343426,cpu
6f37ee843ec0b6fd,keyword_generic,full,0.0,,1,0.020209001377224922,cpu
0e46fcd77ab919af,keyword_generic,full,0.0,,1,0.03966607619076967,cpu
ecf2e4f46394235a,keyword_generic,full,0.0,,1,0.0262079993262887,cpu
c41c38c12aca067b,keyword_generic,full,0.0,,1,0.015749945305287838,cpu
995339eff16c307c,keyword_generic,full,0.0,,1,0.024416018277406693,cpu
79ca415e706ee1f0,keyword_generic,full,0.0,,1,0.021582935005426407,cpu
eadb891bb1bf05d8,keyword_generic,full,0.0,,1,0.019833911210298538,cpu
7326c64ac8db67cc,keyword_generic,full,0.0,,1,0.023458036594092846,cpu
5f2519cf42ad0383,keyword_generic,full,0.0,,1,0.019834027625620365,cpu
789a09b03f7fde29,keyword_generic,full,0.0,,1,0.010999967344105244,cpu
536c3072a4c18530,keyword_generic,full,0.0,,1,0.03104202914983034,cpu
b13f2c747954194b,keyword_generic,full,0.0,,1,0.016000005416572094,cpu
bb8f7f8558db16e2,keyword_generic,full,0.0,,1,0.03412493970245123,cpu
7c8246d4a1786157,keyword_generic,full,0.0,,1,0.019291997887194157,cpu
064168f05e216ad4,keyword_generic,full,0.0,,1,0.02416700590401888,cpu
1338698bd76ef080,keyword_generic,full,0.0,,1,0.031374976970255375,cpu
a3a8b0d750849f44,keyword_generic,full,0.0,,1,0.02675002906471491,cpu
ad74d5bbcbea6f44,keyword_generic,full,0.0,,1,0.0176670728251338,cpu
9dcbb01990a1f890,keyword_generic,full,0.0,,1,0.03683299291878939,cpu
fe08d2045d16caa0,keyword_generic,full,0.0,,1,0.023541972041130066,cpu
2a6baba2cca81abf,keyword_generic,full,0.0,,1,0.013292068615555763,cpu
1804070a2b8c311f,keyword_generic,full,0.0,,1,0.02174999099224806,cpu
d11bb53e39b79cfc,keyword_generic,full,0.0,,1,0.018959050066769123,cpu
df06f6d93bc305ee,keyword_generic,full,0.0,,1,0.017542042769491673,cpu
b45e5e4bdcdff3ac,keyword_generic,full,0.0,,1,0.020875013433396816,cpu
186e9dd4f11ad942,keyword_generic,full,0.0,,1,0.017291982658207417,cpu
75b1d553393b98cd,keyword_generic,full,0.0,,1,0.008916947990655899,cpu
95197b9785970a54,keyword_generic,full,0.0,,1,0.03566697705537081,cpu
4133ace97be39e20,keyword_generic,full,0.0,,1,0.01958396751433611,cpu
9ba68764902afdce,keyword_generic,full,0.0,,1,0.037416000850498676,cpu
151c7370da7a0f1b,keyword_generic,full,0.0,,1,0.02274999860674143,cpu
e1d119449234cc16,keyword_generic,full,0.0,,1,0.02766598481684923,cpu
8d1105c8cd5e9be0,keyword_generic,full,0.0,,1,0.034958007745444775,cpu
f799bba188ac5260,keyword_generic,full,0.0,,1,0.030250055715441704,cpu
373866afda5509b5,keyword_generic,full,0.0,,1,0.02141611184924841,cpu
40568dcc59db469a,keyword_generic,full,0.0,,1,0.04045909736305475,cpu
36041e2f31483883,keyword_generic,full,0.0,,1,0.02729194238781929,cpu
15b188c6e96b322f,keyword_generic,full,0.0,,1,0.017208047211170197,cpu
83287b170ccd5168,keyword_generic,full,0.0,,1,0.02558401320129633,cpu
32d2fa6a2d602388,keyword_generic,full,0.0,,1,0.022625084966421127,cpu
c3280d8380c91cbd,keyword_generic,full,0.0,,1,0.020999927073717117,cpu
91f17c7559f31037,keyword_generic,full,0.0,,1,0.02475001383572817,cpu
bfe0179d13df80a3,keyword_generic,full,0.0,,1,0.020957901142537594,cpu
1f23648e5fd78d16,keyword_generic,full,0.0,,1,0.012417091056704521,cpu
1fa1376c99dafaf9,keyword_generic,full,0.0,,1,0.0299159437417984,cpu
ccd87faa3f5360f0,keyword_generic,full,0.0,,1,0.01508404966443777,cpu
0a04e773431e3501,keyword_generic,full,0.0,,1,0.03341701813042164,cpu
386057316f108bf0,keyword_generic,full,0.0,,1,0.021125073544681072,cpu
32362e7842d13047,keyword_generic,full,0.0,,1,0.03145798109471798,cpu
b6d17ce27b7fb3cb,keyword_generic,full,0.0,,1,0.03079103771597147,cpu
9c6d8f2510d4c2dd,keyword_generic,full,0.0,,1,0.026165973395109177,cpu
b0474aee7c5400f6,keyword_generic,full,0.0,,1,0.01679197885096073,cpu
977875db63634f9b,keyword_generic,full,0.0,,1,0.03608304541558027,cpu
8fc869b9b9fa47dd,keyword_generic,full,0.0,,1,0.022833002731204033,cpu
360ab6b9db9ab97f,keyword_generic,full,0.0,,1,0.012875068932771683,cpu
37a9628590134b13,keyword_generic,full,0.0,,1,0.02116698306053877,cpu
c931f71504f6a154,keyword_generic,full,0.0,,1,0.01837499439716339,cpu
10bd555e87372ef7,keyword_generic,full,0.0,,1,0.017000013031065464,cpu
66b706308e7e12e1,keyword_generic,full,0.0,,1,0.020499923266470432,cpu
5ceff6a37cd94477,keyword_generic,full,0.0,,1,0.016625039279460907,cpu
3dac9b0a58d292c9,keyword_generic,full,0.0,,1,0.008291914127767086,cpu
7efe955328eb8717,keyword_generic,full,0.0,,1,0.03470899537205696,cpu
